"Reference.Code"	"year"	"time.pulled"	"Type"	"Journal"	"authors"	"article"	"original.sample.size"	"mention.outliers"	"final.sample.size"	"number.outliers"	"Basics"	"ANOVA"	"Regression"	"ChiSquare"	"Nonparametric"	"Modeling"	"BayesOther"
"@Dowd2017"	"2017"	"2017"	"Overview"	"Psychonomic Bulletin & Review"	"Emma Wu Dowd1,2 & John M. Pearson1 & Tobias Egner"	"Decoding working memory content from attentional biases"	"119"	"Yes"	"100"	"19"	"1"	"1"	"0"	"0"	"0"	"0"	"0"
"@Rindal2017"	"2017"	"2017"	"Overview"	"Psychonomic Bulletin & Review"	"Eric J. Rindal1 & Quin M. Chrobak2 & Maria S. Zaragoza1 & Caitlin A. Weihing2"	"Mechanisms of eyewitness suggestibility: tests of the explanatory
role hypothesis"	"92"	"No"	"92"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"
"@Rindal2017"	"2017"	"2017"	"Overview"	"Psychonomic Bulletin & Review"	"Eric J. Rindal1 & Quin M. Chrobak2 & Maria S. Zaragoza1 & Caitlin A. Weihing2"	"Mechanisms of eyewitness suggestibility: tests of the explanatory
role hypothesis"	"84"	"No"	"84"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"
"@Rindal2017"	"2017"	"2017"	"Overview"	"Psychonomic Bulletin & Review"	"Eric J. Rindal1 & Quin M. Chrobak2 & Maria S. Zaragoza1 & Caitlin A. Weihing2"	"Mechanisms of eyewitness suggestibility: tests of the explanatory
role hypothesis"	"140"	"No"	"140"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"
"@Brown2016"	"2017"	"2017"	"Overview"	"Psychonomic Bulletin & Review"	"Helen Brown1 & Elizabeth A. Maylor1"	"Memory consolidation effects on memory stabilization
and item integration in older adults"	"36"	"Yes"	"36"	"0"	"0"	"1"	"0"	"0"	"0"	"1"	"0"
"@Wang2016a"	"2017"	"2017"	"Overview"	"Psychonomic Bulletin & Review"	"Hua-Chen Wang1 & Greg Savage1 & M. Gareth Gaskell 2 & Tamara Paulin1 &
Serje Robidoux1 & Anne Castles1"	"Bedding down new words: Sleep promotes the emergence
of lexical competition in visual word recognition"	"65"	"Yes"	"57"	"8"	"0"	"1"	"0"	"0"	"0"	"0"	"0"
"@Roer2016"	"2017"	"2017"	"Overview"	"Psychonomic Bulletin & Review"	"Jan P. Rer1 & Ulrike Krner1 & Axel Buchner1 & Raoul Bell1"	"Semantic priming by irrelevant speech"	"90"	"No"	"90"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"
"@Roer2016"	"2017"	"2017"	"Overview"	"Psychonomic Bulletin & Review"	"Jan P. Rer1 & Ulrike Krner1 & Axel Buchner1 & Raoul Bell1"	"Semantic priming by irrelevant speech"	"90"	"No"	"90"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"
"@Weeks2016"	"2017"	"2017"	"Overview"	"Psychonomic Bulletin & Review"	"Jennifer C. Weeks1,2 & Lynn Hasher1,2"	"Divided attention reduces resistance to distraction at encoding
but not retrieval"	"96"	"No"	"96"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"
"@DeValk2016"	"2017"	"2017"	"Overview"	"Psychonomic Bulletin & Review"	"Josje M. de Valk1 & Ewelina Wnuk1,2 & John L. A. Huisman1 & Asifa Majid1,2,3"	"Odorcolor associations differ with verbal descriptors for odors:
A comparison of three linguistically diverse groups"	"59"	"No"	"59"	"0"	"0"	"0"	"1"	"1"	"0"	"0"	"0"
"@Eskenazi2016"	"2017"	"2017"	"Overview"	"Psychonomic Bulletin & Review"	"Michael A. Eskenazi1 & Jocelyn R. Folk2"	"Regressions during reading: The cost depends on the cause"	"50"	"No"	"50"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"
"@Eskenazi2016"	"2017"	"2017"	"Overview"	"Psychonomic Bulletin & Review"	"Michael A. Eskenazi1 & Jocelyn R. Folk2"	"Regressions during reading: The cost depends on the cause"	"50"	"Yes"	"50"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"
"@Undorf2016"	"2017"	"2017"	"Overview"	"Psychonomic Bulletin & Review"	"Monika Undorf1 & Thea Zander2"	"Intuition and metacognition: The effect of semantic coherence
on judgments of learning"	"45"	"No"	"45"	"0"	"1"	"1"	"0"	"0"	"0"	"0"	"0"
"@Undorf2016"	"2017"	"2017"	"Overview"	"Psychonomic Bulletin & Review"	"Monika Undorf1 & Thea Zander2"	"Intuition and metacognition: The effect of semantic coherence
on judgments of learning"	"43"	"Yes"	"43"	"0"	"1"	"1"	"0"	"0"	"0"	"0"	"0"
"@Undorf2016"	"2017"	"2017"	"Overview"	"Psychonomic Bulletin & Review"	"Monika Undorf1 & Thea Zander2"	"Intuition and metacognition: The effect of semantic coherence
on judgments of learning"	"110"	"Yes"	"108"	"2"	"1"	"1"	"0"	"0"	"0"	"0"	"0"
"@Undorf2016"	"2017"	"2017"	"Overview"	"Psychonomic Bulletin & Review"	"Monika Undorf1 & Thea Zander2"	"Intuition and metacognition: The effect of semantic coherence
on judgments of learning"	"52"	"Yes"	"51"	"1"	"1"	"1"	"0"	"0"	"0"	"0"	"0"
"@Berggren2016"	"2017"	"2017"	"Overview"	"Psychonomic Bulletin & Review"	"Nick Berggren1 & Hannah M. Curtis1 & Nazanin Derakshan1"	"Interactions of emotion and anxiety on visual working
memory performance"	"50"	"Yes"	"42"	"8"	"0"	"1"	"0"	"0"	"0"	"0"	"0"
"@Conaway2016"	"2017"	"2017"	"Overview"	"Psychonomic Bulletin & Review"	"Nolan Conaway1,2  Kenneth J. Kurtz1"	"Similar to the category, but not the exemplars: A study
of generalization"	"30"	"No"	"30"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"
"@Conaway2016"	"2017"	"2017"	"Overview"	"Psychonomic Bulletin & Review"	"Nolan Conaway1,2  Kenneth J. Kurtz1"	"Similar to the category, but not the exemplars: A study
of generalization"	"30"	"No"	"30"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"
"@Conaway2016"	"2017"	"2017"	"Overview"	"Psychonomic Bulletin & Review"	"Nolan Conaway1,2  Kenneth J. Kurtz1"	"Similar to the category, but not the exemplars: A study
of generalization"	"31"	"No"	"31"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"
"@Thibodeau2017"	"2017"	"2017"	"Overview"	"Psychonomic Bulletin & Review"	"Paul H. Thibodeau1 & Latoya Crow1 & Stephen J. Flusberg2"	"The metaphor police: A case study of the role of metaphor
in explanation"	"281"	"No"	"281"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"
"@Thibodeau2017"	"2017"	"2017"	"Overview"	"Psychonomic Bulletin & Review"	"Paul H. Thibodeau1 & Latoya Crow1 & Stephen J. Flusberg2"	"The metaphor police: A case study of the role of metaphor
in explanation"	"319"	"No"	"319"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"
"@Thibodeau2017"	"2017"	"2017"	"Overview"	"Psychonomic Bulletin & Review"	"Paul H. Thibodeau1 & Latoya Crow1 & Stephen J. Flusberg2"	"The metaphor police: A case study of the role of metaphor
in explanation"	"787"	"No"	"787"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"
"@Rubio-Fernandez2016"	"2017"	"2017"	"Overview"	"Psychonomic Bulletin & Review"	"Paula Rubio-Fernndez1,2"	"The director task: A test of Theory-of-Mind use
or selective attention?"	"42"	"No"	"42"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"
"@Searston2016"	"2017"	"2017"	"Overview"	"Psychonomic Bulletin & Review"	"Rachel A. Searston1 & Jason M. Tangen1"	"The style of a stranger: Identification expertise
generalizes to coarser level categories"	"46"	"No"	"46"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"
"@Denison2017"	"2017"	"2017"	"Overview"	"Psychonomic Bulletin & Review"	"Rachel N. Denison1
& David J. Heeger1 & Marisa Carrasco1"	"Attention flexibly trades off across points in time"	"10"	"No"	"10"	"0"	"1"	"1"	"0"	"0"	"0"	"0"	"0"
"@Denison2017"	"2017"	"2017"	"Overview"	"Psychonomic Bulletin & Review"	"Rachel N. Denison1
& David J. Heeger1 & Marisa Carrasco1"	"Attention flexibly trades off across points in time"	"10"	"No"	"10"	"0"	"1"	"1"	"0"	"0"	"0"	"0"	"0"
"@Denison2017"	"2017"	"2017"	"Overview"	"Psychonomic Bulletin & Review"	"Rachel N. Denison1
& David J. Heeger1 & Marisa Carrasco1"	"Attention flexibly trades off across points in time"	"12"	"No"	"12"	"0"	"1"	"1"	"0"	"0"	"0"	"0"	"0"
"@Sheremata2016"	"2017"	"2017"	"Overview"	"Psychonomic Bulletin & Review"	"Summer L. Sheremata1,2 & Sarah Shomstein3"	"Task set induces dynamic reallocation of resources
in visual short-term memory"	"25"	"No"	"25"	"0"	"1"	"1"	"0"	"0"	"0"	"0"	"0"
"@Sheremata2016"	"2017"	"2017"	"Overview"	"Psychonomic Bulletin & Review"	"Summer L. Sheremata1,2 & Sarah Shomstein3"	"Task set induces dynamic reallocation of resources
in visual short-term memory"	"38"	"No"	"38"	"0"	"1"	"1"	"0"	"0"	"0"	"0"	"0"
"@Du2016"	"2017"	"2017"	"Overview"	"Psychonomic Bulletin & Review"	"Yue Du1,2 & Jane E. Clark1,3"	"New insights into statistical learning and chunk learning
in implicit sequence acquisition"	"30"	"No"	"30"	"0"	"1"	"1"	"0"	"0"	"0"	"0"	"0"
"@Alos-Ferrer2012"	"2012"	"2012"	"Social"	"Journal of Experimental Social Psychology"	"Als-Ferrer, et al."	"Choices and preferences: Evidence from implicit choices and response times"	"40"	"No"	"40"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"
"@Alos-Ferrer2012"	"2012"	"2012"	"Social"	"Journal of Experimental Social Psychology"	"Als-Ferrer, et al."	"Choices and preferences: Evidence from implicit choices and response times"	"40"	"No"	"40"	"0"	"1"	"0"	"0"	"1"	"0"	"0"	"0"
"@Callan2012"	"2012"	"2012"	"Social"	"Journal of Experimental Social Psychology"	"Callan, et al."	"Justice motive effects in ageism: The effects of a victim's age on observer perceptions
of injustice and punishment judgments"	"119"	"No"	"119"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"
"@Callan2012"	"2012"	"2012"	"Social"	"Journal of Experimental Social Psychology"	"Callan, et al."	"Justice motive effects in ageism: The effects of a victim's age on observer perceptions
of injustice and punishment judgments"	"120"	"No"	"120"	"0"	"1"	"0"	"1"	"0"	"0"	"0"	"0"
"@Callan2012"	"2012"	"2012"	"Social"	"Journal of Experimental Social Psychology"	"Callan, et al."	"Justice motive effects in ageism: The effects of a victim's age on observer perceptions
of injustice and punishment judgments"	"53"	"No"	"53"	"0"	"1"	"0"	"1"	"0"	"0"	"0"	"0"
"@Chen2012a"	"2012"	"2012"	"Social"	"Journal of Experimental Social Psychology"	"Chen,et al."	"?I? value competence but ?we? value social competence: The moderating role of
voters' individualistic and collectivistic orientation in political elections"	"360"	"No"	"360"	"0"	"1"	"0"	"1"	"0"	"0"	"0"	"0"
"@Devine2012"	"2012"	"2012"	"Social"	"Journal of Experimental Social Psychology"	"Devine, et al."	"Long-term reduction in implicit race bias: A prejudice habit-breaking intervention"	"91"	"No"	"91"	"0"	"1"	"0"	"1"	"0"	"0"	"0"	"0"
"@Eibach2012"	"2012"	"2012"	"Social"	"Journal of Experimental Social Psychology"	"Eibach, et al."	"System justifying functions of myths that exaggerate the emotional
rewards of parenthood"	"64"	"No"	"64"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"
"@Eibach2012"	"2012"	"2012"	"Social"	"Journal of Experimental Social Psychology"	"Eibach, et al."	"System justifying functions of myths that exaggerate the emotional
rewards of parenthood"	"67"	"No"	"67"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"
"@Eibach2012"	"2012"	"2012"	"Social"	"Journal of Experimental Social Psychology"	"Eibach, et al."	"System justifying functions of myths that exaggerate the emotional
rewards of parenthood"	"48"	"No"	"48"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"
"@Fay2012"	"2012"	"2012"	"Social"	"Journal of Experimental Social Psychology"	"Fay, et al."	"Warmth, spatial proximity, and social attachment: The embodied perception of a
social metaphor"	"116"	"No"	"116"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"
"@Fay2012"	"2012"	"2012"	"Social"	"Journal of Experimental Social Psychology"	"Fay, et al."	"Warmth, spatial proximity, and social attachment: The embodied perception of a
social metaphor"	"76"	"No"	"76"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"
"@Ferreira2012"	"2012"	"2012"	"Social"	"Journal of Experimental Social Psychology"	"Ferreira, et al."	"On the relation between spontaneous trait inferences and intentional inferences: An
inference monitoring hypothesis"	"136"	"No"	"136"	"0"	"1"	"1"	"0"	"0"	"0"	"0"	"0"
"@Ferreira2012"	"2012"	"2012"	"Social"	"Journal of Experimental Social Psychology"	"Ferreira, et al."	"On the relation between spontaneous trait inferences and intentional inferences: An
inference monitoring hypothesis"	"55"	"No"	"55"	"0"	"1"	"1"	"0"	"0"	"0"	"0"	"0"
"@Ferreira2012"	"2012"	"2012"	"Social"	"Journal of Experimental Social Psychology"	"Ferreira, et al."	"On the relation between spontaneous trait inferences and intentional inferences: An
inference monitoring hypothesis"	"78"	"No"	"78"	"0"	"1"	"1"	"0"	"0"	"0"	"0"	"0"
"@Gollwitzer2012"	"2012"	"2012"	"Social"	"Journal of Experimental Social Psychology"	"Gollwitzer, et al."	"Macbeth and the Joystick: Evidence for moral cleansing after playing a violent
video game"	"76"	"No"	"76"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"
"@Hartson2012"	"2012"	"2012"	"Social"	"Journal of Experimental Social Psychology"	"Hartson, et al."	"Gradual escalation: The role of continuous commitments in perceptions of guilt"	"118"	"No"	"118"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"
"@Hartson2012"	"2012"	"2012"	"Social"	"Journal of Experimental Social Psychology"	"Hartson, et al."	"Gradual escalation: The role of continuous commitments in perceptions of guilt"	"82"	"No"	"82"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"
"@Hartson2012"	"2012"	"2012"	"Social"	"Journal of Experimental Social Psychology"	"Hartson, et al."	"Gradual escalation: The role of continuous commitments in perceptions of guilt"	"29"	"No"	"29"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"
"@Hartson2012"	"2012"	"2012"	"Social"	"Journal of Experimental Social Psychology"	"Hartson, et al."	"Gradual escalation: The role of continuous commitments in perceptions of guilt"	"82"	"No"	"82"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"
"@Hebl2012"	"2012"	"2012"	"Social"	"Journal of Experimental Social Psychology"	"Hebl, et al."	"Selectively friending: Racial stereotypicality and social rejection"	"190"	"No"	"190"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"
"@Hebl2012"	"2012"	"2012"	"Social"	"Journal of Experimental Social Psychology"	"Hebl, et al."	"Selectively friending: Racial stereotypicality and social rejection"	"1394"	"No"	"1394"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"
"@Hebl2012"	"2012"	"2012"	"Social"	"Journal of Experimental Social Psychology"	"Hebl, et al."	"Selectively friending: Racial stereotypicality and social rejection"	"330"	"No"	"330"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"
"@Hess2012"	"2012"	"2012"	"Social"	"Journal of Experimental Social Psychology"	"Hess, et al."	"Smiling and sad wrinkles: Age-related changes in the face and the perception of
emotions and intentions"	"65"	"No"	"65"	"0"	"1"	"1"	"0"	"0"	"0"	"0"	"0"
"@Kendrick2012"	"2012"	"2012"	"Social"	"Journal of Experimental Social Psychology"	"Kendrick, et al."	"When feeling right leads to being right in the reporting of implicitly-formed attitudes,
or how I learned to stop worrying and trust my gut"	"65"	"No"	"65"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"
"@Kendrick2012"	"2012"	"2012"	"Social"	"Journal of Experimental Social Psychology"	"Kendrick, et al."	"When feeling right leads to being right in the reporting of implicitly-formed attitudes,
or how I learned to stop worrying and trust my gut"	"160"	"No"	"160"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"
"@Kendrick2012"	"2012"	"2012"	"Social"	"Journal of Experimental Social Psychology"	"Kendrick, et al."	"When feeling right leads to being right in the reporting of implicitly-formed attitudes,
or how I learned to stop worrying and trust my gut"	"79"	"No"	"79"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"
"@Kushlev2012"	"2012"	"2012"	"Social"	"Journal of Experimental Social Psychology"	"Kushlev,et al."	"Does affluence impoverish the experience of parenting?"	"186"	"No"	"186"	"0"	"1"	"0"	"1"	"0"	"0"	"0"	"0"
"@Kushlev2012"	"2012"	"2012"	"Social"	"Journal of Experimental Social Psychology"	"Kushlev,et al."	"Does affluence impoverish the experience of parenting?"	"66"	"No"	"66"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"
"@Landau2012"	"2012"	"2012"	"Social"	"Journal of Experimental Social Psychology"	"Landau, et al."	"Subjectivity uncertainty theory of objectification: Compensating for uncertainty
about how to positively relate to others by downplaying their subjective attributes"	"79"	"No"	"79"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"
"@Landau2012"	"2012"	"2012"	"Social"	"Journal of Experimental Social Psychology"	"Landau, et al."	"Subjectivity uncertainty theory of objectification: Compensating for uncertainty
about how to positively relate to others by downplaying their subjective attributes"	"44"	"No"	"44"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"
"@Landau2012"	"2012"	"2012"	"Social"	"Journal of Experimental Social Psychology"	"Landau, et al."	"Subjectivity uncertainty theory of objectification: Compensating for uncertainty
about how to positively relate to others by downplaying their subjective attributes"	"53"	"No"	"53"	"0"	"1"	"0"	"1"	"0"	"0"	"0"	"0"
"@VanLeeuwen2012"	"2012"	"2012"	"Social"	"Journal of Experimental Social Psychology"	"Leeuwen, et al."	"Another fundamental social category? Spontaneous categorization of people who
uphold or violate moral norms"	"39"	"No"	"39"	"0"	"1"	"1"	"0"	"0"	"0"	"0"	"0"
"@Lelkes2012"	"2012"	"2012"	"Social"	"Journal of Experimental Social Psychology"	"Lelkes, et al."	"Complete anonymity compromises the accuracy of self-reports"	"73"	"No"	"73"	"0"	"1"	"1"	"1"	"1"	"0"	"0"	"0"
"@Lelkes2012"	"2012"	"2012"	"Social"	"Journal of Experimental Social Psychology"	"Lelkes, et al."	"Complete anonymity compromises the accuracy of self-reports"	"89"	"No"	"89"	"0"	"0"	"1"	"1"	"0"	"0"	"0"	"0"
"@Lelkes2012"	"2012"	"2012"	"Social"	"Journal of Experimental Social Psychology"	"Lelkes, et al."	"Complete anonymity compromises the accuracy of self-reports"	"86"	"No"	"86"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"
"@OBrien2012"	"2012"	"2012"	"Social"	"Journal of Experimental Social Psychology"	"O'Brien, et al."	"Why did you choose that person over me? Ingroup rejection and attributions
to discrimination"	"62"	"No"	"62"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"
"@OBrien2012"	"2012"	"2012"	"Social"	"Journal of Experimental Social Psychology"	"O'Brien, et al."	"Why did you choose that person over me? Ingroup rejection and attributions
to discrimination"	"72"	"No"	"72"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"
"@OBrien2012"	"2012"	"2012"	"Social"	"Journal of Experimental Social Psychology"	"O'Brien, et al."	"Why did you choose that person over me? Ingroup rejection and attributions
to discrimination"	"52"	"No"	"52"	"0"	"1"	"0"	"1"	"0"	"0"	"0"	"0"
"@Preston2012"	"2012"	"2012"	"Social"	"Journal of Experimental Social Psychology"	"Preston, et al."	"Cleanliness and godliness: Mutual association between two kinds of personal purity"	"88"	"No"	"88"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"
"@Preston2012"	"2012"	"2012"	"Social"	"Journal of Experimental Social Psychology"	"Preston, et al."	"Cleanliness and godliness: Mutual association between two kinds of personal purity"	"97"	"No"	"97"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"
"@Preston2012"	"2012"	"2012"	"Social"	"Journal of Experimental Social Psychology"	"Preston, et al."	"Cleanliness and godliness: Mutual association between two kinds of personal purity"	"143"	"No"	"143"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"
"@Ramos2012"	"2012"	"2012"	"Social"	"Journal of Experimental Social Psychology"	"Ramos, et al."	"What I infer depends on who you are: The influence of stereotypes on trait and
situational spontaneous inferences"	"39"	"Yes"	"37"	"2"	"1"	"1"	"0"	"0"	"0"	"0"	"0"
"@Ramos2012"	"2012"	"2012"	"Social"	"Journal of Experimental Social Psychology"	"Ramos, et al."	"What I infer depends on who you are: The influence of stereotypes on trait and
situational spontaneous inferences"	"103"	"Yes"	"101"	"2"	"1"	"0"	"0"	"0"	"0"	"0"	"0"
"@Ratcliff2012"	"2012"	"2012"	"Social"	"Journal of Experimental Social Psychology"	"Ratcliff, et al."	"Seeing wrath from the top (through stratified lenses): Perceivers high in social
dominance orientation show superior anger identification for high-status individuals"	"84"	"No"	"84"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"
"@Rios2012"	"2012"	"2012"	"Social"	"Journal of Experimental Social Psychology"	"Rios, et al."	"Compensatory nonconformity: Self-uncertainty and low implicit self-esteem increase
adoption and expression of minority opinions"	"87"	"Yes"	"80"	"7"	"1"	"0"	"0"	"0"	"0"	"0"	"0"
"@Rios2012"	"2012"	"2012"	"Social"	"Journal of Experimental Social Psychology"	"Rios, et al."	"Compensatory nonconformity: Self-uncertainty and low implicit self-esteem increase
adoption and expression of minority opinions"	"55"	"Yes"	"51"	"4"	"1"	"0"	"0"	"0"	"0"	"0"	"0"
"@Rios2012"	"2012"	"2012"	"Social"	"Journal of Experimental Social Psychology"	"Rios, et al."	"Compensatory nonconformity: Self-uncertainty and low implicit self-esteem increase
adoption and expression of minority opinions"	"46"	"Yes"	"43"	"3"	"1"	"0"	"0"	"0"	"0"	"0"	"0"
"@Rios2012"	"2012"	"2012"	"Social"	"Journal of Experimental Social Psychology"	"Rios, et al."	"Compensatory nonconformity: Self-uncertainty and low implicit self-esteem increase
adoption and expression of minority opinions"	"144"	"Yes"	"129"	"15"	"1"	"0"	"0"	"0"	"0"	"0"	"0"
"@Santos2012"	"2012"	"2012"	"Social"	"Journal of Experimental Social Psychology"	"Santos, et al."	"Implicit open-mindedness: Evidence for and limits on stereotype malleability"	"142"	"No"	"142"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"
"@Santos2012"	"2012"	"2012"	"Social"	"Journal of Experimental Social Psychology"	"Santos, et al."	"Implicit open-mindedness: Evidence for and limits on stereotype malleability"	"104"	"No"	"104"	"0"	"0"	"1"	"0"	"1"	"0"	"0"	"0"
"@Santos2012"	"2012"	"2012"	"Social"	"Journal of Experimental Social Psychology"	"Santos, et al."	"Implicit open-mindedness: Evidence for and limits on stereotype malleability"	"84"	"No"	"84"	"0"	"0"	"1"	"0"	"1"	"0"	"0"	"0"
"@Stephens2012"	"2012"	"2012"	"Social"	"Journal of Experimental Social Psychology"	"Stephens, et al."	"A cultural mismatch: Independent cultural norms produce greater increases in
cortisol and more negative emotions among first-generation college students"	"84"	"Yes"	"82"	"2"	"0"	"1"	"0"	"0"	"0"	"0"	"0"
"@Todd2012"	"2012"	"2012"	"Social"	"Journal of Experimental Social Psychology"	"Todd, et al."	"The reciprocal link between multiculturalism and perspective-taking:
How ideological and self-regulatory approaches to managing diversity
reinforce each other"	"48"	"No"	"48"	"0"	"1"	"1"	"0"	"0"	"0"	"0"	"0"
"@Todd2012"	"2012"	"2012"	"Social"	"Journal of Experimental Social Psychology"	"Todd, et al."	"The reciprocal link between multiculturalism and perspective-taking:
How ideological and self-regulatory approaches to managing diversity
reinforce each other"	"66"	"No"	"66"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"
"@Todd2012"	"2012"	"2012"	"Social"	"Journal of Experimental Social Psychology"	"Todd, et al."	"The reciprocal link between multiculturalism and perspective-taking:
How ideological and self-regulatory approaches to managing diversity
reinforce each other"	"45"	"No"	"45"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"
"@Todd2012"	"2012"	"2012"	"Social"	"Journal of Experimental Social Psychology"	"Todd, et al."	"The reciprocal link between multiculturalism and perspective-taking:
How ideological and self-regulatory approaches to managing diversity
reinforce each other"	"48"	"No"	"48"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"
"@Todd2012"	"2012"	"2012"	"Social"	"Journal of Experimental Social Psychology"	"Todd, et al."	"The reciprocal link between multiculturalism and perspective-taking:
How ideological and self-regulatory approaches to managing diversity
reinforce each other"	"82"	"No"	"82"	"0"	"1"	"1"	"0"	"0"	"0"	"0"	"0"
"@Wakslak2012"	"2012"	"2012"	"Social"	"Journal of Experimental Social Psychology"	"Wakslak, et al."	"The experience of cognitive dissonance in important and trivial domains: A
Construal-Level Theory approach"	"86"	"No"	"86"	"0"	"1"	"0"	"1"	"0"	"0"	"0"	"0"
"@Bang2017"	"2017"	"2017"	"Social"	"Journal of Experimental Social Psychology"	"Bang, H. Min; et al"	"It's the thought that counts over time: The interplay of intent, outcome, stewardship, and legacy motivations in intergenerational reciprocity"	"150"	"No"	"150"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"
"@Bang2017"	"2017"	"2017"	"Social"	"Journal of Experimental Social Psychology"	"Bang, H. Min; et al"	"It's the thought that counts over time: The interplay of intent, outcome, stewardship, and legacy motivations in intergenerational reciprocity"	"264"	"No"	"264"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"
"@Bang2017"	"2017"	"2017"	"Social"	"Journal of Experimental Social Psychology"	"Bang, H. Min; et al"	"It's the thought that counts over time: The interplay of intent, outcome, stewardship, and legacy motivations in intergenerational reciprocity"	"450"	"No"	"450"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"1"
"@Bang2017"	"2017"	"2017"	"Social"	"Journal of Experimental Social Psychology"	"Bang, H. Min; et al"	"It's the thought that counts over time: The interplay of intent, outcome, stewardship, and legacy motivations in intergenerational reciprocity"	"84"	"Yes"	"80"	"4"	"0"	"1"	"0"	"0"	"0"	"0"	"0"
"@Bang2017"	"2017"	"2017"	"Social"	"Journal of Experimental Social Psychology"	"Bang, H. Min; et al"	"It's the thought that counts over time: The interplay of intent, outcome, stewardship, and legacy motivations in intergenerational reciprocity"	"653"	"Yes"	"621"	"32"	"1"	"1"	"0"	"0"	"0"	"0"	"1"
"@Burns2017"	"2017"	"2017"	"Social"	"Journal of Experimental Social Psychology"	"Burns, Mason D.; et al"	"Training away bias: The differential effects of counter stereotype training and self-regulation on stereotype activation and application"	"158"	"No"	"158"	"0"	"1"	"0"	"1"	"0"	"0"	"0"	"0"
"@Burns2017"	"2017"	"2017"	"Social"	"Journal of Experimental Social Psychology"	"Burns, Mason D.; et al"	"Training away bias: The differential effects of counter stereotype training and self-regulation on stereotype activation and application"	"209"	"No"	"209"	"0"	"1"	"0"	"1"	"0"	"0"	"0"	"0"
"@Burns2017"	"2017"	"2017"	"Social"	"Journal of Experimental Social Psychology"	"Burns, Mason D.; et al"	"Training away bias: The differential effects of counter stereotype training and self-regulation on stereotype activation and application"	"223"	"Yes"	"215"	"8"	"1"	"0"	"1"	"0"	"0"	"0"	"1"
"@Carter2017"	"2017"	"2017"	"Social"	"Journal of Experimental Social Psychology"	"Carter, Evelyn R. and Mary C. Murphy"	"Consensus and consistency: Exposure to multiple discrimination claims shapes Whites' intergroup attitudes"	"161"	"No"	"161"	"0"	"1"	"1"	"0"	"0"	"0"	"0"	"0"
